in s,C1 in V
1.47612E+00,-3.92920E-04
1.47617E+00,-5.71631E-04
1.47622E+00,-7.07861E-04
1.47627E+00,-8.13330E-04
1.47632E+00,-9.64209E-04
1.47637E+00,-1.08286E-03
1.47642E+00,-1.21323E-03
1.47647E+00,-1.29966E-03
1.47652E+00,-1.43882E-03
1.47657E+00,-1.58823E-03
1.47662E+00,-1.73032E-03
1.47667E+00,-1.84751E-03
1.47672E+00,-1.98374E-03
1.47677E+00,-2.04233E-03
1.47682E+00,-2.12437E-03
1.47687E+00,-2.29575E-03
1.47692E+00,-2.38218E-03
1.47697E+00,-2.48472E-03
1.47702E+00,-2.62095E-03
1.47707E+00,-2.73228E-03
1.47712E+00,-2.90073E-03
1.47717E+00,-2.94321E-03
1.47722E+00,-2.97690E-03
1.47727E+00,-3.12632E-03
1.47733E+00,-3.20835E-03
1.47738E+00,-3.29478E-03
1.47743E+00,-3.42075E-03
1.47748E+00,-3.48081E-03
1.47753E+00,-3.58042E-03
1.47758E+00,-3.68296E-03
1.47763E+00,-3.74888E-03
1.47768E+00,-3.88218E-03
1.47773E+00,-3.89829E-03
1.47778E+00,-3.94370E-03
1.47783E+00,-3.97886E-03
1.47788E+00,-4.04331E-03
1.47793E+00,-4.09897E-03
1.47798E+00,-4.13706E-03
1.47803E+00,-4.17661E-03
1.47808E+00,-4.18979E-03
1.47813E+00,-4.19419E-03
1.47818E+00,-4.17368E-03
1.47823E+00,-4.17954E-03
1.47828E+00,-4.18833E-03
1.47833E+00,-4.14878E-03
1.47838E+00,-4.08872E-03
1.47843E+00,-3.97007E-03
1.47848E+00,-3.90708E-03
1.47853E+00,-3.88511E-03
1.47859E+00,-3.78257E-03
1.47864E+00,-3.69175E-03
1.47869E+00,-3.62876E-03
1.47874E+00,-3.48081E-03
1.47879E+00,-3.33140E-03
1.47884E+00,-3.19956E-03
1.47889E+00,-2.96665E-03
1.47894E+00,-2.86118E-03
1.47899E+00,-2.72642E-03
1.47904E+00,-2.55063E-03
1.47909E+00,-2.39243E-03
1.47914E+00,-2.22104E-03
1.47919E+00,-2.05552E-03
1.47924E+00,-1.88999E-03
1.47929E+00,-1.68052E-03
1.47934E+00,-1.58823E-03
1.47939E+00,-1.41538E-03
1.47944E+00,-1.28354E-03
1.47949E+00,-1.12095E-03
1.47954E+00,-1.00522E-03
1.47959E+00,-8.32373E-04
1.47964E+00,-7.16650E-04
1.47969E+00,-5.81885E-04
1.47974E+00,-4.89600E-04
1.47979E+00,-3.57764E-04
1.47985E+00,-1.99561E-04
1.47990E+00,-1.67334E-04
1.47995E+00,-6.77246E-05
1.48000E+00,4.94629E-05
1.48005E+00,1.46143E-04
1.48010E+00,2.67725E-04
1.48015E+00,3.64404E-04
1.48020E+00,4.47900E-04
1.48025E+00,4.80127E-04
1.48030E+00,5.62158E-04
1.48035E+00,5.72412E-04
1.48040E+00,6.13428E-04
1.48045E+00,7.56982E-04
1.48050E+00,7.92139E-04
1.48055E+00,7.89209E-04
1.48060E+00,8.49268E-04
1.48065E+00,9.22510E-04
1.48070E+00,9.02002E-04
1.48075E+00,9.50342E-04
1.48080E+00,9.25439E-04
1.48085E+00,9.76709E-04
1.48090E+00,9.64990E-04
1.48095E+00,9.57666E-04
1.48100E+00,1.00747E-03
1.48105E+00,9.95752E-04
1.48111E+00,9.76709E-04
1.48116E+00,9.78174E-04
1.48121E+00,8.97607E-04
1.48126E+00,8.50732E-04
1.48131E+00,8.97607E-04
1.48136E+00,8.63916E-04
1.48141E+00,8.12646E-04
1.48146E+00,8.15576E-04
1.48151E+00,7.58447E-04
1.48156E+00,6.74951E-04
1.48161E+00,6.07568E-04
1.48166E+00,5.60693E-04
1.48171E+00,4.78662E-04
1.48176E+00,4.42041E-04
1.48181E+00,3.86377E-04
1.48186E+00,3.40967E-04
1.48191E+00,2.45752E-04
1.48196E+00,1.59326E-04
1.48201E+00,9.04785E-05
1.48206E+00,1.43066E-05
1.48211E+00,-7.06543E-05
1.48216E+00,-1.62939E-04
1.48221E+00,-2.44971E-04
1.48226E+00,-3.50439E-04
1.48231E+00,-4.22217E-04
1.48237E+00,-5.17432E-04
1.48242E+00,-5.87744E-04
1.48247E+00,-7.07861E-04
1.48252E+00,-8.16260E-04
1.48257E+00,-9.17334E-04
1.48262E+00,-9.74463E-04
1.48267E+00,-1.08286E-03
1.48272E+00,-1.18687E-03
1.48277E+00,-1.25425E-03
1.48282E+00,-1.34800E-03
1.48287E+00,-1.49448E-03
1.48292E+00,-1.65708E-03
1.48297E+00,-1.74058E-03
1.48302E+00,-1.78745E-03
1.48307E+00,-1.91929E-03
1.48312E+00,-2.04526E-03
1.48317E+00,-2.13901E-03
1.48322E+00,-2.27671E-03
1.48327E+00,-2.39683E-03
1.48332E+00,-2.50815E-03
1.48337E+00,-2.60483E-03
1.48342E+00,-2.69858E-03
1.48347E+00,-2.81577E-03
1.48352E+00,-2.94321E-03
1.48357E+00,-2.98716E-03
1.48363E+00,-3.10581E-03
1.48368E+00,-3.22446E-03
1.48373E+00,-3.30210E-03
1.48378E+00,-3.40024E-03
1.48383E+00,-3.43979E-03
1.48388E+00,-3.53354E-03
1.48393E+00,-3.63315E-03
1.48398E+00,-3.70200E-03
1.48403E+00,-3.77231E-03
1.48408E+00,-3.80308E-03
1.48413E+00,-3.85142E-03
1.48418E+00,-3.88511E-03
1.48423E+00,-3.91294E-03
1.48428E+00,-3.96128E-03
1.48433E+00,-3.98911E-03
1.48438E+00,-3.97153E-03
1.48443E+00,-3.99644E-03
1.48448E+00,-3.96567E-03
1.48453E+00,-3.98179E-03
1.48458E+00,-3.93491E-03
1.48463E+00,-3.91147E-03
1.48468E+00,-3.84995E-03
1.48473E+00,-3.79136E-03
1.48478E+00,-3.67856E-03
1.48483E+00,-3.67856E-03
1.48489E+00,-3.60825E-03
1.48494E+00,-3.48374E-03
1.48499E+00,-3.38999E-03
1.48504E+00,-3.29038E-03
1.48509E+00,-3.17759E-03
1.48514E+00,-3.07944E-03
1.48519E+00,-2.98716E-03
1.48524E+00,-2.85825E-03
1.48529E+00,-2.75132E-03
1.48534E+00,-2.59458E-03
1.48539E+00,-2.49351E-03
1.48544E+00,-2.36167E-03
1.48549E+00,-2.25620E-03
1.48554E+00,-2.14341E-03
1.48559E+00,-2.00278E-03
1.48564E+00,-1.89731E-03
1.48569E+00,-1.75815E-03
1.48574E+00,-1.64683E-03
1.48579E+00,-1.56919E-03
1.48584E+00,-1.40659E-03
1.48589E+00,-1.30845E-03
1.48594E+00,-1.19712E-03
1.48599E+00,-1.09751E-03
1.48604E+00,-1.01108E-03
1.48609E+00,-8.90967E-04
1.48615E+00,-8.45557E-04
1.48620E+00,-7.53271E-04
1.48625E+00,-6.39014E-04
1.48630E+00,-5.11572E-04
1.48635E+00,-4.41260E-04
1.48640E+00,-3.70947E-04
1.48645E+00,-2.83057E-04
1.48650E+00,-2.02490E-04
1.48655E+00,-1.62939E-04
1.48660E+00,-5.45410E-05
1.48665E+00,-7.66602E-06
1.48670E+00,3.92090E-05
1.48675E+00,1.38818E-04
1.48680E+00,2.10596E-04
1.48685E+00,2.70654E-04
1.48690E+00,3.65869E-04
1.48695E+00,4.42041E-04
1.48700E+00,4.59619E-04
1.48705E+00,5.40186E-04
1.48710E+00,6.10498E-04
1.48715E+00,6.10498E-04
1.48720E+00,6.92529E-04
1.48725E+00,7.37939E-04
1.48730E+00,7.90674E-04
1.48735E+00,8.33154E-04
1.48741E+00,8.71240E-04
1.48746E+00,9.06396E-04
1.48751E+00,9.19580E-04
1.48756E+00,9.29834E-04
1.48761E+00,9.57666E-04
1.48766E+00,9.73779E-04
1.48771E+00,1.01040E-03
1.48776E+00,9.89893E-04
1.48781E+00,1.02212E-03
1.48786E+00,9.78174E-04
1.48791E+00,9.69385E-04
1.48796E+00,9.54736E-04
1.48801E+00,9.37158E-04
1.48806E+00,9.13721E-04
1.48811E+00,8.37549E-04
1.48816E+00,8.18506E-04
1.48821E+00,7.49658E-04
1.48826E+00,7.08643E-04
1.48831E+00,6.01709E-04
1.48836E+00,5.51904E-04
1.48841E+00,4.61084E-04
1.48846E+00,3.71729E-04
1.48851E+00,2.80908E-04
1.48856E+00,1.47607E-04
1.48861E+00,3.48145E-05
1.48867E+00,-1.05811E-04
1.48872E+00,-2.24463E-04
1.48877E+00,-3.12354E-04
1.48882E+00,-4.79346E-04
1.48887E+00,-6.58057E-04
1.48892E+00,-7.45947E-04
1.48897E+00,-8.93896E-04
1.48902E+00,-1.09019E-03
1.48907E+00,-1.23081E-03
1.48912E+00,-1.43442E-03
1.48917E+00,-1.58530E-03
1.48922E+00,-1.76841E-03
1.48927E+00,-1.92661E-03
1.48932E+00,-2.13169E-03
1.48937E+00,-2.34116E-03
1.48942E+00,-2.48911E-03
1.48947E+00,-2.67808E-03
1.48952E+00,-2.84507E-03
1.48957E+00,-3.04722E-03
1.48962E+00,-3.23472E-03
1.48967E+00,-3.40903E-03
1.48972E+00,-3.59507E-03
1.48977E+00,-3.77671E-03
1.48982E+00,-3.97153E-03
1.48987E+00,-4.11069E-03
1.48993E+00,-4.27329E-03
1.48998E+00,-4.48423E-03
1.49003E+00,-4.63657E-03
1.49008E+00,-4.74351E-03
1.49013E+00,-4.90903E-03
1.49018E+00,-5.04966E-03
1.49023E+00,-5.22544E-03
1.49028E+00,-5.33970E-03
1.49033E+00,-5.43198E-03
1.49038E+00,-5.53159E-03
1.49043E+00,-5.67661E-03
1.49048E+00,-5.76304E-03
1.49053E+00,-5.85825E-03
1.49058E+00,-5.98276E-03
1.49063E+00,-6.01646E-03
1.49068E+00,-6.05015E-03
1.49073E+00,-6.08823E-03
1.49078E+00,-6.11167E-03
1.49083E+00,-6.15854E-03
1.49088E+00,-6.16733E-03
1.49093E+00,-6.15122E-03
1.49098E+00,-6.16440E-03
1.49103E+00,-6.12339E-03
1.49108E+00,-6.10142E-03
1.49113E+00,-6.04868E-03
1.49119E+00,-6.00327E-03
1.49124E+00,-5.93882E-03
1.49129E+00,-5.84507E-03
1.49134E+00,-5.76597E-03
1.49139E+00,-5.65903E-03
1.49144E+00,-5.59897E-03
1.49149E+00,-5.45103E-03
1.49154E+00,-5.29722E-03
1.49159E+00,-5.16538E-03
1.49164E+00,-5.05259E-03
1.49169E+00,-4.89292E-03
1.49174E+00,-4.71128E-03
1.49179E+00,-4.56919E-03
1.49184E+00,-4.37437E-03
1.49189E+00,-4.15757E-03
1.49194E+00,-3.96567E-03
1.49199E+00,-3.84849E-03
1.49204E+00,-3.64341E-03
1.49209E+00,-3.44565E-03
1.49214E+00,-3.22886E-03
1.49219E+00,-3.01060E-03
1.49224E+00,-2.83042E-03
1.49229E+00,-2.61216E-03
1.49234E+00,-2.43198E-03
1.49239E+00,-2.26938E-03
1.49245E+00,-2.07017E-03
1.49250E+00,-1.88560E-03
1.49255E+00,-1.74351E-03
1.49260E+00,-1.54575E-03
1.49265E+00,-1.35239E-03
1.49270E+00,-1.18833E-03
1.49275E+00,-1.01548E-03
1.49280E+00,-8.49951E-04
1.49285E+00,-6.75635E-04
1.49290E+00,-5.58447E-04
1.49295E+00,-4.10498E-04
1.49300E+00,-2.59619E-04
1.49305E+00,-1.39502E-04
1.49310E+00,-1.80664E-06
1.49315E+00,1.52002E-04
1.49320E+00,2.44287E-04
1.49325E+00,3.46826E-04
1.49330E+00,4.59619E-04
1.49335E+00,5.51904E-04
1.49340E+00,6.39795E-04
1.49345E+00,7.15967E-04
1.49350E+00,7.90674E-04
1.49355E+00,8.28760E-04
1.49360E+00,8.88818E-04
1.49365E+00,9.26904E-04
1.49371E+00,9.75244E-04
1.49376E+00,1.06606E-03
1.49381E+00,1.06753E-03
1.49386E+00,1.04995E-03
1.49391E+00,1.16421E-03
1.49396E+00,1.12026E-03
1.49401E+00,1.08657E-03
1.49406E+00,1.13638E-03
1.49411E+00,1.14370E-03
1.49416E+00,1.11147E-03
1.49421E+00,1.09536E-03
1.49426E+00,1.05142E-03
1.49431E+00,1.06753E-03
1.49436E+00,1.01479E-03
1.49441E+00,9.67920E-04
1.49446E+00,9.23975E-04
1.49451E+00,8.58057E-04
1.49456E+00,7.95068E-04
1.49461E+00,7.07178E-04
1.49466E+00,6.45654E-04
1.49471E+00,5.84131E-04
1.49476E+00,4.93311E-04
1.49481E+00,3.76123E-04
1.49486E+00,2.75049E-04
1.49491E+00,1.53467E-04
1.49497E+00,4.05273E-06
1.49502E+00,-1.39502E-04
1.49507E+00,-2.06885E-04
1.49512E+00,-3.41650E-04
1.49517E+00,-5.04248E-04
1.49522E+00,-6.27295E-04
1.49527E+00,-7.86963E-04
1.49532E+00,-8.80713E-04
1.49537E+00,-9.86182E-04
1.49542E+00,-1.16343E-03
1.49547E+00,-1.33628E-03
1.49552E+00,-1.51938E-03
1.49557E+00,-1.69077E-03
1.49562E+00,-1.85776E-03
1.49567E+00,-2.03501E-03
1.49572E+00,-2.23130E-03
1.49577E+00,-2.37192E-03
1.49582E+00,-2.56821E-03
1.49587E+00,-2.77036E-03
1.49592E+00,-2.96958E-03
1.49597E+00,-3.10874E-03
1.49602E+00,-3.31089E-03
1.49607E+00,-3.46616E-03
1.49612E+00,-3.64634E-03
1.49617E+00,-3.82358E-03
1.49623E+00,-4.02280E-03
1.49628E+00,-4.21763E-03
1.49633E+00,-4.36265E-03
1.49638E+00,-4.49448E-03
1.49643E+00,-4.65269E-03
1.49648E+00,-4.76987E-03
1.49653E+00,-4.90317E-03
1.49658E+00,-4.98667E-03
1.49663E+00,-5.13022E-03
1.49668E+00,-5.23862E-03
1.49673E+00,-5.32651E-03
1.49678E+00,-5.40708E-03
1.49683E+00,-5.51987E-03
1.49688E+00,-5.55210E-03
1.49693E+00,-5.53452E-03
1.49698E+00,-5.56675E-03
1.49703E+00,-5.59897E-03
1.49708E+00,-5.59751E-03
1.49713E+00,-5.55796E-03
1.49718E+00,-5.57261E-03
1.49723E+00,-5.53159E-03
1.49728E+00,-5.46714E-03
1.49733E+00,-5.35874E-03
1.49738E+00,-5.32065E-03
1.49743E+00,-5.18149E-03
1.49749E+00,-5.08188E-03
1.49754E+00,-5.02915E-03
1.49759E+00,-4.90024E-03
1.49764E+00,-4.76255E-03
1.49769E+00,-4.64243E-03
1.49774E+00,-4.50620E-03
1.49779E+00,-4.38901E-03
1.49784E+00,-4.25278E-03
1.49789E+00,-4.05356E-03
1.49794E+00,-3.87778E-03
1.49799E+00,-3.73130E-03
1.49804E+00,-3.53208E-03
1.49809E+00,-3.36655E-03
1.49814E+00,-3.23325E-03
1.49819E+00,-3.08970E-03
1.49824E+00,-2.91099E-03
1.49829E+00,-2.73667E-03
1.49834E+00,-2.54331E-03
1.49839E+00,-2.44517E-03
1.49844E+00,-2.22544E-03
1.49849E+00,-2.08335E-03
1.49854E+00,-1.94419E-03
1.49859E+00,-1.82847E-03
1.49864E+00,-1.63950E-03
1.49869E+00,-1.46079E-03
1.49875E+00,-1.38315E-03
1.49880E+00,-1.22495E-03
1.49885E+00,-1.08872E-03
1.49890E+00,-9.71533E-04
1.49895E+00,-8.76318E-04
1.49900E+00,-7.51807E-04
1.49905E+00,-7.00537E-04
1.49910E+00,-5.83350E-04
1.49915E+00,-4.95459E-04
1.49920E+00,-4.22217E-04
1.49925E+00,-3.65088E-04
1.49930E+00,-2.72803E-04
1.49935E+00,-1.99561E-04
1.49940E+00,-1.40967E-04
1.49945E+00,-1.02881E-04
1.49950E+00,-1.11670E-04
1.49955E+00,-9.70215E-05
1.49960E+00,1.12305E-06
1.49965E+00,6.99707E-05
1.49970E+00,6.85059E-05
1.49975E+00,5.97168E-05
1.49980E+00,5.09277E-05
1.49985E+00,8.60840E-05
1.49990E+00,8.02246E-05
1.49995E+00,8.75488E-05
1.50001E+00,1.12305E-06
1.50006E+00,1.43066E-05
1.50011E+00,-1.93848E-05
1.50016E+00,-5.01465E-05
1.50021E+00,-6.91895E-05
1.50026E+00,-1.01416E-04
1.50031E+00,-1.30713E-04
1.50036E+00,-1.84912E-04
1.50041E+00,-2.46436E-04
1.50046E+00,-3.24072E-04
1.50051E+00,-4.09033E-04
1.50056E+00,-4.06104E-04
1.50061E+00,-4.88135E-04
1.50066E+00,-5.93604E-04
1.50071E+00,-6.63916E-04
1.50076E+00,-7.59131E-04
1.50081E+00,-8.76318E-04
1.50086E+00,-1.00669E-03
1.50091E+00,-1.09604E-03
1.50096E+00,-1.12534E-03
1.50101E+00,-1.27622E-03
1.50106E+00,-1.39634E-03
1.50111E+00,-1.51206E-03
1.50116E+00,-1.64976E-03
1.50121E+00,-1.84604E-03
1.50127E+00,-1.93540E-03
1.50132E+00,-2.04380E-03
1.50137E+00,-2.17710E-03
1.50142E+00,-2.27671E-03
1.50147E+00,-2.48179E-03
1.50152E+00,-2.57114E-03
1.50157E+00,-2.75864E-03
1.50162E+00,-2.82017E-03
1.50167E+00,-2.97837E-03
1.50172E+00,-3.12339E-03
1.50177E+00,-3.27573E-03
1.50182E+00,-3.41929E-03
1.50187E+00,-3.57456E-03
1.50192E+00,-3.68882E-03
1.50197E+00,-3.79575E-03
1.50202E+00,-3.96567E-03
1.50207E+00,-4.11948E-03
1.50212E+00,-4.25718E-03
1.50217E+00,-4.35679E-03
1.50222E+00,-4.45786E-03
1.50227E+00,-4.57798E-03
1.50232E+00,-4.67759E-03
1.50237E+00,-4.78892E-03
1.50242E+00,-4.89146E-03
1.50247E+00,-5.04233E-03
1.50253E+00,-5.06431E-03
1.50258E+00,-5.14341E-03
1.50263E+00,-5.23569E-03
1.50268E+00,-5.32505E-03
1.50273E+00,-5.34702E-03
1.50278E+00,-5.38657E-03
1.50283E+00,-5.44077E-03
1.50288E+00,-5.44077E-03
1.50293E+00,-5.46421E-03
1.50298E+00,-5.45981E-03
1.50303E+00,-5.47739E-03
1.50308E+00,-5.47593E-03
1.50313E+00,-5.42173E-03
1.50318E+00,-5.39536E-03
1.50323E+00,-5.38364E-03
1.50328E+00,-5.28257E-03
1.50333E+00,-5.27817E-03
1.50338E+00,-5.16099E-03
1.50343E+00,-5.10532E-03
1.50348E+00,-4.99546E-03
1.50353E+00,-4.92222E-03
1.50358E+00,-4.89585E-03
1.50363E+00,-4.80063E-03
1.50368E+00,-4.62339E-03
1.50373E+00,-4.58823E-03
1.50379E+00,-4.48423E-03
1.50384E+00,-4.40513E-03
1.50389E+00,-4.31431E-03
1.50394E+00,-4.18247E-03
1.50399E+00,-4.01255E-03
1.50404E+00,-3.87046E-03
1.50409E+00,-3.78110E-03
1.50414E+00,-3.65952E-03
1.50419E+00,-3.54526E-03
1.50424E+00,-3.35630E-03
1.50429E+00,-3.29478E-03
1.50434E+00,-3.14536E-03
1.50439E+00,-3.02817E-03
1.50444E+00,-2.87876E-03
1.50449E+00,-2.78794E-03
1.50454E+00,-2.71470E-03
1.50459E+00,-2.58579E-03
1.50464E+00,-2.43345E-03
1.50469E+00,-2.34995E-03
1.50474E+00,-2.28257E-03
1.50479E+00,-2.13169E-03
1.50484E+00,-2.02183E-03
1.50489E+00,-1.89878E-03
1.50494E+00,-1.82261E-03
1.50499E+00,-1.70396E-03
1.50505E+00,-1.61313E-03
1.50510E+00,-1.53696E-03
1.50515E+00,-1.46665E-03
1.50520E+00,-1.34946E-03
1.50525E+00,-1.25132E-03
1.50530E+00,-1.12241E-03
1.50535E+00,-1.00815E-03
1.50540E+00,-9.61279E-04
1.50545E+00,-9.18799E-04
1.50550E+00,-7.89893E-04
1.50555E+00,-7.19580E-04
1.50560E+00,-7.03467E-04
1.50565E+00,-5.59912E-04
1.50570E+00,-4.58838E-04
1.50575E+00,-4.45654E-04
1.50580E+00,-3.37256E-04
1.50585E+00,-2.80127E-04
1.50590E+00,-2.40576E-04
1.50595E+00,-1.55615E-04
1.50600E+00,-9.70215E-05
1.50605E+00,-5.60059E-05
1.50610E+00,-4.57520E-05
1.50615E+00,1.13770E-05
1.50620E+00,5.82520E-05
1.50625E+00,1.13916E-04
1.50631E+00,1.12451E-04
1.50636E+00,1.31494E-04
1.50641E+00,1.38818E-04
1.50646E+00,1.90088E-04
1.50651E+00,2.17920E-04
1.50656E+00,1.87158E-04
1.50661E+00,2.14990E-04
1.50666E+00,2.34033E-04
1.50671E+00,1.87158E-04
1.50676E+00,1.57861E-04
1.50681E+00,1.53467E-04
1.50686E+00,1.21240E-04
1.50691E+00,1.09521E-04
1.50696E+00,8.31543E-05
1.50701E+00,3.92090E-05
1.50706E+00,3.48145E-05
1.50711E+00,2.16309E-05
1.50716E+00,-2.81738E-05
1.50721E+00,-9.11621E-05
1.50726E+00,-1.14600E-04
1.50731E+00,-1.11670E-04
1.50736E+00,-1.51221E-04
1.50741E+00,-1.90771E-04
1.50746E+00,-2.52295E-04
1.50751E+00,-3.31396E-04
1.50757E+00,-3.95850E-04
1.50762E+00,-4.96924E-04
1.50767E+00,-5.48193E-04
1.50772E+00,-5.80420E-04
1.50777E+00,-6.12646E-04
1.50782E+00,-6.75635E-04
1.50787E+00,-7.67920E-04
1.50792E+00,-8.44092E-04
1.50797E+00,-8.90967E-04
1.50802E+00,-9.31982E-04
1.50807E+00,-9.96436E-04
1.50812E+00,-1.08872E-03
1.50817E+00,-1.17515E-03
1.50822E+00,-1.25718E-03
1.50827E+00,-1.35532E-03
1.50832E+00,-1.43442E-03
1.50837E+00,-1.49155E-03
1.50842E+00,-1.57505E-03
1.50847E+00,-1.70688E-03
1.50852E+00,-1.80356E-03
1.50857E+00,-1.85630E-03
1.50862E+00,-2.00132E-03
1.50867E+00,-2.06431E-03
1.50872E+00,-2.18003E-03
1.50877E+00,-2.24595E-03
1.50883E+00,-2.37339E-03
1.50888E+00,-2.49937E-03
1.50893E+00,-2.57554E-03
1.50898E+00,-2.69272E-03
1.50903E+00,-2.74546E-03
1.50908E+00,-2.84360E-03
1.50913E+00,-2.97544E-03
1.50918E+00,-3.07358E-03
1.50923E+00,-3.16294E-03
1.50928E+00,-3.22739E-03
1.50933E+00,-3.27427E-03
1.50938E+00,-3.42075E-03
1.50943E+00,-3.50425E-03
1.50948E+00,-3.52622E-03
1.50953E+00,-3.60679E-03
1.50958E+00,-3.71372E-03
1.50963E+00,-3.78110E-03
1.50968E+00,-3.83091E-03
1.50973E+00,-3.89390E-03
1.50978E+00,-3.91294E-03
1.50983E+00,-4.00376E-03
1.50988E+00,-4.10630E-03
1.50993E+00,-4.13267E-03
1.50998E+00,-4.12827E-03
1.51003E+00,-4.22349E-03
1.51009E+00,-4.24106E-03
1.51014E+00,-4.27329E-03
1.51019E+00,-4.27329E-03
1.51024E+00,-4.33921E-03
1.51029E+00,-4.38608E-03
1.51034E+00,-4.38608E-03
1.51039E+00,-4.37290E-03
1.51044E+00,-4.37729E-03
1.51049E+00,-4.41392E-03
1.51054E+00,-4.41538E-03
1.51059E+00,-4.39780E-03
1.51064E+00,-4.33774E-03
1.51069E+00,-4.36265E-03
1.51074E+00,-4.31284E-03
1.51079E+00,-4.25278E-03
1.51084E+00,-4.25132E-03
1.51089E+00,-4.18833E-03
1.51094E+00,-4.11216E-03
1.51099E+00,-4.08433E-03
1.51104E+00,-4.01841E-03
1.51109E+00,-3.95396E-03
1.51114E+00,-3.88804E-03
1.51119E+00,-3.76060E-03
1.51124E+00,-3.65659E-03
1.51129E+00,-3.59214E-03
1.51135E+00,-3.48960E-03
1.51140E+00,-3.36802E-03
1.51145E+00,-3.26255E-03
1.51150E+00,-3.14976E-03
1.51155E+00,-3.05161E-03
1.51160E+00,-2.98569E-03
1.51165E+00,-2.85972E-03
1.51170E+00,-2.72935E-03
1.51175E+00,-2.61216E-03
1.51180E+00,-2.52280E-03
1.51185E+00,-2.42612E-03
1.51190E+00,-2.31626E-03
1.51195E+00,-2.13755E-03
1.51200E+00,-2.04673E-03
1.51205E+00,-1.98813E-03
1.51210E+00,-1.87827E-03
1.51215E+00,-1.76694E-03
1.51220E+00,-1.66880E-03
1.51225E+00,-1.56919E-03
1.51230E+00,-1.53403E-03
1.51235E+00,-1.44614E-03
1.51240E+00,-1.35972E-03
1.51245E+00,-1.28940E-03
1.51250E+00,-1.19419E-03
1.51255E+00,-1.15024E-03
1.51261E+00,-1.07993E-03
1.51266E+00,-1.01841E-03
1.51271E+00,-9.86182E-04
1.51276E+00,-9.18799E-04
1.51281E+00,-8.45557E-04
1.51286E+00,-7.97217E-04
1.51291E+00,-7.66455E-04
1.51296E+00,-7.07861E-04
1.51301E+00,-6.58057E-04
1.51306E+00,-5.99463E-04
1.51311E+00,-5.54053E-04
1.51316E+00,-5.52588E-04
1.51321E+00,-5.49658E-04
1.51326E+00,-4.99854E-04
1.51331E+00,-4.69092E-04
1.51336E+00,-3.98779E-04
1.51341E+00,-3.79736E-04
1.51346E+00,-3.95850E-04
1.51351E+00,-3.22607E-04
1.51356E+00,-3.15283E-04
1.51361E+00,-3.12354E-04
1.51366E+00,-3.53369E-04
1.51371E+00,-3.35791E-04
1.51376E+00,-3.10889E-04
1.51381E+00,-2.99170E-04
1.51387E+00,-3.57764E-04
1.51392E+00,-3.78271E-04
1.51397E+00,-3.44580E-04
1.51402E+00,-3.70947E-04
1.51407E+00,-3.59229E-04
1.51412E+00,-3.68018E-04
1.51417E+00,-4.54443E-04
1.51422E+00,-4.50049E-04
1.51427E+00,-4.70557E-04
1.51432E+00,-4.98389E-04
1.51437E+00,-5.51123E-04
1.51442E+00,-6.18506E-04
1.51447E+00,-6.53662E-04
1.51452E+00,-7.43018E-04
1.51457E+00,-8.08936E-04
1.51462E+00,-8.92432E-04
1.51467E+00,-9.33447E-04
1.51472E+00,-9.90576E-04
1.51477E+00,-1.10190E-03
1.51482E+00,-1.18833E-03
1.51487E+00,-1.26597E-03
1.51492E+00,-1.40806E-03
1.51497E+00,-1.45786E-03
1.51502E+00,-1.50181E-03
1.51507E+00,-1.62632E-03
1.51513E+00,-1.75522E-03
1.51518E+00,-1.83579E-03
1.51523E+00,-1.92368E-03
1.51528E+00,-1.97642E-03
1.51533E+00,-2.05991E-03
1.51538E+00,-2.18296E-03
1.51543E+00,-2.26499E-03
1.51548E+00,-2.34995E-03
1.51553E+00,-2.47007E-03
1.51558E+00,-2.47300E-03
1.51563E+00,-2.57847E-03
1.51568E+00,-2.65610E-03
1.51573E+00,-2.65024E-03
1.51578E+00,-2.67222E-03
1.51583E+00,-2.74692E-03
1.51588E+00,-2.81284E-03
1.51593E+00,-2.84800E-03
1.51598E+00,-2.91831E-03
1.51603E+00,-2.94028E-03
1.51608E+00,-2.93003E-03
1.51613E+00,-3.00181E-03
1.51618E+00,-3.02231E-03
1.51623E+00,-3.05015E-03
1.51628E+00,-3.03550E-03
1.51633E+00,-2.98423E-03
1.51639E+00,-3.08091E-03
1.51644E+00,-3.04575E-03
1.51649E+00,-3.05601E-03
1.51654E+00,-3.08677E-03
1.51659E+00,-3.03257E-03
1.51664E+00,-3.03110E-03
1.51669E+00,-3.00474E-03
1.51674E+00,-3.01792E-03
1.51679E+00,-2.91831E-03
1.51684E+00,-2.92710E-03
1.51689E+00,-2.88315E-03
1.51694E+00,-2.85972E-03
1.51699E+00,-2.82310E-03
1.51704E+00,-2.72349E-03
1.51709E+00,-2.67222E-03
1.51714E+00,-2.60776E-03
1.51719E+00,-2.53452E-03
1.51724E+00,-2.49351E-03
1.51729E+00,-2.38657E-03
1.51734E+00,-2.34556E-03
1.51739E+00,-2.22397E-03
1.51744E+00,-2.15366E-03
1.51749E+00,-2.11704E-03
1.51754E+00,-2.01157E-03
1.51759E+00,-1.92661E-03
1.51765E+00,-1.87534E-03
1.51770E+00,-1.76841E-03
1.51775E+00,-1.67026E-03
1.51780E+00,-1.58384E-03
1.51785E+00,-1.49155E-03
1.51790E+00,-1.39927E-03
1.51795E+00,-1.34946E-03
